utc_datetime,impact,currency,event,actual,forecast,previous
2019-02-11T13:00:00Z,,,,,,
2019-02-11T13:18:00Z,Low Impact Expected,GBP,NIESR GDP Estimate,0.2%,,0.2%
2019-02-11T16:15:00Z,Medium Impact Expected,USD,FOMC Member Bowman Speaks,,,
2019-02-11T23:50:00Z,Low Impact Expected,JPY,M2 Money Stock y/y,2.4%,2.4%,2.4%
2019-02-12T00:03:00Z,Low Impact Expected,USD,NFIB Small Business Index,101.2,103.2,104.4
2019-02-12T00:30:00Z,Low Impact Expected,AUD,Home Loans m/m,-6.1%,-2.0%,-0.9%
2019-02-11T13:00:00Z,Low Impact Expected,AUD,NAB Business Confidence,4,,3
2019-02-12T02:00:00Z,High Impact Expected,NZD,Inflation Expectations q/q,2.02%,,2.03%
2019-02-12T04:30:00Z,Low Impact Expected,JPY,Tertiary Industry Activity m/m,-0.3%,-0.1%,-0.4%
2019-02-12T05:59:00Z,Low Impact Expected,JPY,Prelim Machine Tool Orders y/y,-18.8%,,-18.3%
2019-02-12T08:20:00Z,Medium Impact Expected,EUR,German Buba President Weidmann Speaks,,,
2019-02-12,Low Impact Expected,EUR,ECOFIN Meetings,,,
2019-02-12T13:00:00Z,,,,,,
2019-02-12T13:00:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2019-02-12T15:00:00Z,Low Impact Expected,USD,JOLTS Job Openings,7.34M,6.84M,7.17M
2019-02-12T17:45:00Z,High Impact Expected,USD,Fed Chair Powell Speaks,,,
2019-02-12T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-02-12T23:30:00Z,Low Impact Expected,AUD,Westpac Consumer Sentiment,4.3%,,-4.7%
2019-02-12T23:50:00Z,Low Impact Expected,JPY,PPI y/y,0.6%,1.0%,1.5%
2019-02-13T00:30:00Z,Medium Impact Expected,USD,FOMC Member George Speaks,,,
2019-02-13T01:00:00Z,High Impact Expected,NZD,Official Cash Rate,1.75%,1.75%,1.75%
2019-02-12T13:00:00Z,High Impact Expected,NZD,RBNZ Monetary Policy Statement,,,
2019-02-12T13:00:00Z,High Impact Expected,NZD,RBNZ Rate Statement,,,
2019-02-13T02:00:00Z,High Impact Expected,NZD,RBNZ Press Conference,,,
2019-02-13T09:30:00Z,High Impact Expected,GBP,CPI y/y,1.8%,1.9%,2.1%
2019-02-12T13:00:00Z,Medium Impact Expected,GBP,PPI Input m/m,-0.1%,0.2%,-1.6%
2019-02-12T13:00:00Z,Medium Impact Expected,GBP,RPI y/y,2.5%,2.6%,2.7%
2019-02-12T13:00:00Z,Low Impact Expected,GBP,Core CPI y/y,1.9%,1.9%,1.9%
2019-02-12T13:00:00Z,Low Impact Expected,GBP,HPI y/y,2.5%,2.6%,2.7%
2019-02-12T13:00:00Z,Low Impact Expected,GBP,PPI Output m/m,0.0%,0.0%,-0.3%
2019-02-13T10:00:00Z,Low Impact Expected,EUR,Industrial Production m/m,-0.9%,-0.4%,-1.7%
2019-02-13T10:32:00Z,Low Impact Expected,EUR,German 30-y Bond Auction,0.72|1.2,,0.85|1.1
2019-02-13T13:00:00Z,,,,,,
2019-02-13T13:30:00Z,High Impact Expected,USD,Core CPI m/m,0.2%,0.2%,0.2%
2019-02-13T13:00:00Z,High Impact Expected,USD,CPI m/m,0.0%,0.1%,-0.1%
2019-02-13T13:00:00Z,High Impact Expected,USD,CPI y/y,1.6%,1.5%,1.9%
2019-02-13T14:30:00Z,Low Impact Expected,GBP,CB Leading Index m/m,-0.5%,,-0.5%
2019-02-13T15:30:00Z,Low Impact Expected,USD,Crude Oil Inventories,3.6M,2.1M,1.3M
2019-02-13T19:00:00Z,Low Impact Expected,USD,Federal Budget Balance,-13.5B,-10.5B,-204.9B
2019-02-13T19:10:00Z,High Impact Expected,NZD,RBNZ Gov Orr Speaks,,,
2019-02-13T21:45:00Z,Low Impact Expected,NZD,FPI m/m,1.0%,,-0.2%
2019-02-13T23:50:00Z,Medium Impact Expected,JPY,Prelim GDP q/q,0.3%,0.4%,-0.6%
2019-02-13T23:53:00Z,Low Impact Expected,JPY,Prelim GDP Price Index y/y,-0.3%,-0.4%,-0.3%
2019-02-14T00:01:00Z,Low Impact Expected,GBP,RICS House Price Balance,-22%,-20%,-19%
2019-02-14T00:03:00Z,Low Impact Expected,AUD,MI Inflation Expectations,3.7%,,3.5%
2019-02-14T03:00:00Z,Medium Impact Expected,CNY,Trade Balance,271B,241B,395B
2019-02-14T03:02:00Z,Low Impact Expected,CNY,USD-Denominated Trade Balance,39.2B,33.9B,57.1B
2019-02-14T06:59:00Z,Low Impact Expected,CNY,Foreign Direct Investment ytd/y,4.8%,,0.9%
2019-02-14T07:00:00Z,Medium Impact Expected,EUR,German Prelim GDP q/q,0.0%,0.1%,-0.2%
2019-02-13T13:00:00Z,Low Impact Expected,EUR,German WPI m/m,-0.7%,0.3%,-1.2%
2019-02-14T07:30:00Z,Low Impact Expected,CHF,PPI m/m,-0.7%,-0.4%,-0.6%
2019-02-14T09:30:00Z,Medium Impact Expected,GBP,MPC Member Vlieghe Speaks,,,
2019-02-14T10:00:00Z,Medium Impact Expected,EUR,Flash GDP q/q,0.2%,0.2%,0.2%
2019-02-13T13:00:00Z,Low Impact Expected,EUR,Flash Employment Change q/q,0.3%,0.2%,0.2%
2019-02-14T10:41:00Z,Low Impact Expected,GBP,10-y Bond Auction,1.16|2.1,,1.27|2.2
2019-02-14T13:00:00Z,,,,,,
2019-02-14T13:30:00Z,Medium Impact Expected,CAD,Manufacturing Sales m/m,-1.3%,0.3%,-1.7%
2019-02-14T13:00:00Z,Low Impact Expected,CAD,NHPI m/m,0.0%,0.0%,0.0%
2019-02-14T13:00:00Z,High Impact Expected,USD,Core Retail Sales m/m,-1.8%,0.0%,0.0%
2019-02-14T13:00:00Z,High Impact Expected,USD,PPI m/m,-0.1%,0.1%,-0.2%
2019-02-14T13:00:00Z,High Impact Expected,USD,Retail Sales m/m,-1.2%,0.1%,0.1%
2019-02-14T13:00:00Z,Medium Impact Expected,USD,Core PPI m/m,0.3%,0.2%,-0.1%
2019-02-14T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,239K,225K,235K
2019-02-14T15:00:00Z,Low Impact Expected,USD,Business Inventories m/m,-0.1%,0.3%,0.6%
2019-02-14T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-78B,-79B,-237B
2019-02-14T20:30:00Z,Medium Impact Expected,AUD,RBA Assist Gov Kent Speaks,,,
2019-02-14T21:30:00Z,Low Impact Expected,NZD,BusinessNZ Manufacturing Index,53.1,,54.8
2019-02-14T21:48:00Z,Low Impact Expected,NZD,Visitor Arrivals m/m,-2.5%,,2.0%
2019-02-15T01:30:00Z,Medium Impact Expected,CNY,CPI y/y,1.7%,1.9%,1.9%
2019-02-14T13:00:00Z,Low Impact Expected,CNY,PPI y/y,0.1%,0.3%,0.9%
2019-02-15T04:30:00Z,Low Impact Expected,JPY,Revised Industrial Production m/m,-0.1%,-0.1%,-0.1%
2019-02-15T07:00:00Z,Low Impact Expected,CNY,M2 Money Supply y/y,8.4%,8.2%,8.1%
2019-02-14T13:00:00Z,Low Impact Expected,CNY,New Loans,3230B,2900B,1080B
2019-02-15T09:03:00Z,Low Impact Expected,EUR,Italian Trade Balance,3.66B,3.47B,3.85B
2019-02-15T09:30:00Z,High Impact Expected,GBP,Retail Sales m/m,1.0%,0.2%,-0.7%
2019-02-15T10:00:00Z,Low Impact Expected,EUR,Trade Balance,15.6B,15.6B,15.8B
2019-02-15T13:00:00Z,,,,,,
2019-02-15T13:30:00Z,Low Impact Expected,CAD,Foreign Securities Purchases,-18.96B,7.66B,10.24B
2019-02-15T13:00:00Z,Low Impact Expected,USD,Empire State Manufacturing Index,8.8,7.1,3.9
2019-02-15T13:00:00Z,Low Impact Expected,USD,Import Prices m/m,-0.5%,-0.1%,-1.0%
2019-02-15T14:15:00Z,Low Impact Expected,USD,Capacity Utilization Rate,78.2%,78.8%,78.8%
2019-02-15T13:00:00Z,Low Impact Expected,USD,Industrial Production m/m,-0.6%,0.1%,0.1%
2019-02-15T15:00:00Z,Medium Impact Expected,USD,Prelim UoM Consumer Sentiment,95.5,93.3,91.2
2019-02-15T13:00:00Z,Low Impact Expected,USD,Mortgage Delinquencies,4.06%,,4.47%
2019-02-15T13:00:00Z,Low Impact Expected,USD,Prelim UoM Inflation Expectations,2.5%,,2.7%
2019-02-15T21:00:00Z,Low Impact Expected,USD,TIC Long-Term Purchases,-48.3B,34.5B,32.0B
2019-02-16T13:00:00Z,,,,,,
2019-02-16T13:00:00Z,,,,,,
2019-02-17T13:00:00Z,,,,,,
2019-02-17T21:30:00Z,Low Impact Expected,NZD,BusinessNZ Services Index,56.3,,53.2
2019-02-17T23:50:00Z,Low Impact Expected,JPY,Core Machinery Orders m/m,-0.1%,-1.1%,0.0%
2019-02-18T00:01:00Z,Low Impact Expected,GBP,Rightmove HPI m/m,0.7%,,0.4%
2019-02-18T11:00:00Z,Low Impact Expected,EUR,German Buba Monthly Report,,,
2019-02-18T13:00:00Z,,,,,,
2019-02-19,Non-Economic,CAD,Bank Holiday,,,
2019-02-19,Non-Economic,USD,Bank Holiday,,,
2019-02-19T00:30:00Z,High Impact Expected,AUD,Monetary Policy Meeting Minutes,,,
2019-02-19T07:00:00Z,Low Impact Expected,CHF,Trade Balance,3.04B,2.24B,1.96B
2019-02-19T09:00:00Z,Low Impact Expected,EUR,Current Account,16.2B,21.4B,22.6B
2019-02-19T09:30:00Z,High Impact Expected,GBP,Average Earnings Index 3m/y,3.4%,3.5%,3.4%
2019-02-18T13:00:00Z,Medium Impact Expected,GBP,Unemployment Rate,4.0%,4.0%,4.0%
2019-02-18T13:00:00Z,Low Impact Expected,GBP,Claimant Count Change,14.2K,12.3K,20.2K
2019-02-19T10:00:00Z,Medium Impact Expected,EUR,German ZEW Economic Sentiment,-13.4,-14.1,-15.0
2019-02-18T13:00:00Z,Low Impact Expected,EUR,ZEW Economic Sentiment,-16.6,-18.2,-20.9
2019-02-19T13:00:00Z,,,,,,
2019-02-19T14:13:00Z,Low Impact Expected,NZD,GDT Price Index,0.9%,,6.7%
2019-02-19T15:00:00Z,Low Impact Expected,USD,NAHB Housing Market Index,62,59,58
2019-02-19T21:45:00Z,Low Impact Expected,NZD,PPI Input q/q,1.6%,1.0%,1.4%
2019-02-19T13:00:00Z,Low Impact Expected,NZD,PPI Output q/q,0.8%,1.1%,1.5%
2019-02-19T23:30:00Z,Low Impact Expected,AUD,MI Leading Index m/m,0.0%,,-0.3%
2019-02-19T23:50:00Z,Low Impact Expected,JPY,Trade Balance,-0.37T,0.17T,-0.22T
2019-02-20T00:30:00Z,High Impact Expected,AUD,Wage Price Index q/q,0.5%,0.6%,0.6%
2019-02-20T07:00:00Z,Low Impact Expected,EUR,German PPI m/m,0.4%,-0.2%,-0.4%
2019-02-20T11:00:00Z,Low Impact Expected,GBP,CBI Industrial Order Expectations,6,-5,-1
2019-02-20T13:00:00Z,,,,,,
2019-02-20T14:56:00Z,Low Impact Expected,EUR,Consumer Confidence,-7,-8,-8
2019-02-20T15:30:00Z,Low Impact Expected,AUD,CB Leading Index m/m,0.1%,,-0.1%
2019-02-20T19:00:00Z,High Impact Expected,USD,FOMC Meeting Minutes,,,
2019-02-20T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-02-20T22:00:00Z,Low Impact Expected,AUD,Flash Manufacturing PMI,53.1,,53.9
2019-02-20T13:00:00Z,Low Impact Expected,AUD,Flash Services PMI,49.3,,51.0
2019-02-21T00:30:00Z,High Impact Expected,AUD,Employment Change,39.1K,15.2K,16.9K
2019-02-20T13:00:00Z,High Impact Expected,AUD,Unemployment Rate,5.0%,5.0%,5.0%
2019-02-20T13:00:00Z,Low Impact Expected,JPY,Flash Manufacturing PMI,48.5,50.4,50.3
2019-02-21T04:30:00Z,Low Impact Expected,JPY,All Industries Activity m/m,-0.4%,-0.2%,-0.5%
2019-02-21T07:00:00Z,Low Impact Expected,EUR,German Final CPI m/m,-0.8%,-0.8%,-0.8%
2019-02-21T07:45:00Z,Low Impact Expected,EUR,French Final CPI m/m,-0.4%,-0.5%,-0.5%
2019-02-21T08:15:00Z,High Impact Expected,EUR,French Flash Services PMI,49.8,48.6,47.8
2019-02-20T13:00:00Z,Medium Impact Expected,EUR,French Flash Manufacturing PMI,51.4,51.0,51.2
2019-02-21T08:30:00Z,High Impact Expected,EUR,German Flash Manufacturing PMI,47.6,49.7,49.7
2019-02-20T13:00:00Z,High Impact Expected,EUR,German Flash Services PMI,55.1,52.8,53.0
2019-02-21T09:00:00Z,Medium Impact Expected,EUR,Flash Manufacturing PMI,49.2,50.3,50.5
2019-02-20T13:00:00Z,Medium Impact Expected,EUR,Flash Services PMI,52.3,51.4,51.2
2019-02-21T09:30:00Z,Medium Impact Expected,GBP,Public Sector Net Borrowing,-15.8B,-11.1B,2.1B
2019-02-21T09:50:00Z,Low Impact Expected,EUR,Spanish 10-y Bond Auction,1.29|1.2,,1.40|1.3
2019-02-21T12:30:00Z,Medium Impact Expected,EUR,ECB Monetary Policy Meeting Accounts,,,
2019-02-21T13:00:00Z,,,,,,
2019-02-21T13:30:00Z,Low Impact Expected,CAD,ADP Non-Farm Employment Change,35.4K,,-20.9K
2019-02-21T13:00:00Z,Low Impact Expected,CAD,Wholesale Sales m/m,0.3%,-0.2%,-1.1%
2019-02-21T13:00:00Z,High Impact Expected,USD,Core Durable Goods Orders m/m,0.1%,0.3%,-0.4%
2019-02-21T13:00:00Z,Medium Impact Expected,USD,Durable Goods Orders m/m,1.2%,1.6%,0.7%
2019-02-21T13:00:00Z,Medium Impact Expected,USD,Philly Fed Manufacturing Index,-4.1,14.1,17.0
2019-02-21T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,216K,228K,239K
2019-02-21T14:45:00Z,Low Impact Expected,USD,Flash Manufacturing PMI,53.7,54.9,54.9
2019-02-21T13:00:00Z,Low Impact Expected,USD,Flash Services PMI,56.2,54.4,54.2
2019-02-21T15:00:00Z,Low Impact Expected,USD,CB Leading Index m/m,-0.1%,0.1%,-0.1%
2019-02-21T13:00:00Z,Low Impact Expected,USD,Existing Home Sales,4.94M,5.01M,5.00M
2019-02-21T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-177B,-164B,-78B
2019-02-21T16:00:00Z,Low Impact Expected,USD,Crude Oil Inventories,3.7M,2.9M,3.6M
2019-02-21T17:45:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2019-02-21T22:30:00Z,High Impact Expected,AUD,RBA Gov Lowe Speaks,,,
2019-02-21T23:30:00Z,Low Impact Expected,JPY,National Core CPI y/y,0.8%,0.8%,0.7%
2019-02-22T01:30:00Z,Low Impact Expected,CNY,New Home Prices m/m,0.61%,,0.77%
2019-02-22T01:59:00Z,Low Impact Expected,NZD,Credit Card Spending y/y,6.9%,,4.5%
2019-02-22T07:00:00Z,Low Impact Expected,EUR,German Final GDP q/q,0.0%,0.0%,0.0%
2019-02-22T09:00:00Z,Medium Impact Expected,EUR,German ifo Business Climate,98.5,99.0,99.3
2019-02-22T10:00:00Z,Low Impact Expected,EUR,Final Core CPI y/y,1.1%,1.1%,1.1%
2019-02-21T13:00:00Z,Low Impact Expected,EUR,Final CPI y/y,1.4%,1.4%,1.4%
2019-02-22T11:00:00Z,Low Impact Expected,GBP,CBI Realized Sales,0,4,0
2019-02-22T13:00:00Z,,,,,,
2019-02-22T13:30:00Z,High Impact Expected,CAD,Core Retail Sales m/m,-0.5%,-0.5%,-0.7%
2019-02-22T13:00:00Z,Medium Impact Expected,CAD,Retail Sales m/m,-0.1%,0.0%,-0.9%
2019-02-22T13:58:00Z,Low Impact Expected,EUR,Belgian NBB Business Climate,-1.7,-2.0,-1.5
2019-02-22T14:00:00Z,Low Impact Expected,CNY,CB Leading Index m/m,1.6%,,0.7%
2019-02-22T15:15:00Z,Medium Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-02-22T15:30:00Z,High Impact Expected,EUR,ECB President Draghi Speaks,,,
2019-02-22T16:00:00Z,Low Impact Expected,USD,Fed Monetary Policy Report,,,
2019-02-22T17:00:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-02-22T18:30:00Z,Medium Impact Expected,USD,FOMC Member Bullard Speaks,,,
2019-02-22T13:00:00Z,Medium Impact Expected,USD,FOMC Member Quarles Speaks,,,
2019-02-22T22:30:00Z,Medium Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-02-23T13:00:00Z,,,,,,
2019-02-23T14:00:00Z,Medium Impact Expected,USD,FOMC Member Brainard Speaks,,,
2019-02-24T13:00:00Z,,,,,,
2019-02-24T21:45:00Z,High Impact Expected,NZD,Retail Sales q/q,1.7%,0.5%,0.3%
2019-02-24T13:00:00Z,Medium Impact Expected,NZD,Core Retail Sales q/q,2.0%,0.8%,0.7%
2019-02-24T23:50:00Z,Low Impact Expected,JPY,SPPI y/y,1.1%,1.1%,1.1%
2019-02-25T10:00:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2019-02-25T13:00:00Z,,,,,,
2019-02-25T15:00:00Z,Low Impact Expected,USD,Prelim Wholesale Inventories m/m,1.1%,0.3%,0.3%
2019-02-25T16:00:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-02-25T23:00:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-02-26T05:00:00Z,Low Impact Expected,JPY,BOJ Core CPI y/y,0.5%,0.6%,0.4%
2019-02-26T07:00:00Z,Low Impact Expected,EUR,German GfK Consumer Climate,10.8,10.8,10.8
2019-02-26T10:00:00Z,High Impact Expected,GBP,Monetary Policy Report Hearings,,,
2019-02-26T13:00:00Z,,,,,,
2019-02-26T13:30:00Z,Low Impact Expected,USD,Building Permits,1.33M,1.29M,1.32M
2019-02-26T13:00:00Z,Low Impact Expected,USD,Housing Starts,1.08M,1.25M,1.21M
2019-02-26T13:33:00Z,Low Impact Expected,CAD,Corporate Profits q/q,-3.9%,,3.9%
2019-02-26T14:00:00Z,Low Impact Expected,USD,HPI m/m,0.3%,0.3%,0.4%
2019-02-26T13:00:00Z,Low Impact Expected,USD,S&P/CS Composite-20 HPI y/y,4.2%,4.5%,4.6%
2019-02-26T14:45:00Z,High Impact Expected,USD,Fed Chair Powell Testifies,,,
2019-02-26T14:59:00Z,Low Impact Expected,USD,Richmond Manufacturing Index,16,6,-2
2019-02-26T15:00:00Z,High Impact Expected,USD,CB Consumer Confidence,131.4,124.8,121.7
2019-02-26T16:42:00Z,Low Impact Expected,GBP,High Street Lending,40.6K,38.5K,39.4K
2019-02-26T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-02-26T21:45:00Z,Medium Impact Expected,NZD,Trade Balance,-914M,-300M,12M
2019-02-27T00:01:00Z,Low Impact Expected,GBP,BRC Shop Price Index y/y,0.7%,,0.4%
2019-02-27T00:30:00Z,Medium Impact Expected,AUD,Construction Work Done q/q,-3.1%,0.6%,-3.6%
2019-02-27T09:00:00Z,Low Impact Expected,CHF,UBS Economic Expectations,-16.6,,-44.0
2019-02-26T13:00:00Z,Low Impact Expected,EUR,M3 Money Supply y/y,3.8%,4.0%,4.1%
2019-02-26T13:00:00Z,Low Impact Expected,EUR,Private Loans y/y,3.2%,3.4%,3.2%
2019-02-27T10:00:00Z,Medium Impact Expected,EUR,German Buba President Weidmann Speaks,,,
2019-02-27T10:15:00Z,Low Impact Expected,EUR,Italian 10-y Bond Auction,2.81|1.3,,2.60|1.4
2019-02-27T10:32:00Z,Low Impact Expected,EUR,German 10-y Bond Auction,0.12|2.5,,0.20|1.5
2019-02-27T13:00:00Z,,,,,,
2019-02-27T13:30:00Z,High Impact Expected,CAD,CPI m/m,0.1%,0.2%,-0.1%
2019-02-27T13:00:00Z,Medium Impact Expected,CAD,Common CPI y/y,1.9%,1.9%,1.9%
2019-02-27T13:00:00Z,Medium Impact Expected,CAD,Median CPI y/y,1.8%,1.8%,1.8%
2019-02-27T13:00:00Z,Medium Impact Expected,CAD,Trimmed CPI y/y,1.9%,1.9%,1.9%
2019-02-27T13:00:00Z,Low Impact Expected,USD,Final Wholesale Inventories m/m,1.1%,0.4%,1.1%
2019-02-27T13:00:00Z,Low Impact Expected,USD,Goods Trade Balance,-79.5B,-74.1B,-70.5B
2019-02-27T13:32:00Z,Low Impact Expected,CAD,Core CPI m/m,0.3%,,-0.2%
2019-02-27T15:00:00Z,High Impact Expected,USD,Fed Chair Powell Testifies,,,
2019-02-27T13:00:00Z,Low Impact Expected,USD,Factory Orders m/m,0.1%,1.5%,-0.5%
2019-02-27T13:00:00Z,Low Impact Expected,USD,Pending Home Sales m/m,4.6%,0.7%,-2.3%
2019-02-27T15:30:00Z,Low Impact Expected,USD,Crude Oil Inventories,-8.6M,2.8M,3.7M
2019-02-27T23:50:00Z,Low Impact Expected,JPY,Prelim Industrial Production m/m,-3.7%,-2.5%,-0.1%
2019-02-27T13:00:00Z,Low Impact Expected,JPY,Retail Sales y/y,0.6%,1.4%,1.3%
2019-02-28T00:00:00Z,High Impact Expected,NZD,ANZ Business Confidence,-30.9,,-24.1
2019-02-28T00:01:00Z,Low Impact Expected,GBP,GfK Consumer Confidence,-13,-15,-14
2019-02-28T00:30:00Z,High Impact Expected,AUD,Private Capital Expenditure q/q,2.0%,0.8%,0.0%
2019-02-27T13:00:00Z,Low Impact Expected,AUD,Private Sector Credit m/m,0.2%,0.3%,0.2%
2019-02-28T00:59:00Z,Medium Impact Expected,CNY,Manufacturing PMI,49.2,49.5,49.5
2019-02-28T01:00:00Z,Medium Impact Expected,CNY,Non-Manufacturing PMI,54.3,54.5,54.7
2019-02-28T05:00:00Z,Low Impact Expected,JPY,Housing Starts y/y,1.1%,10.4%,2.1%
2019-02-28T06:45:00Z,Low Impact Expected,CHF,GDP q/q,0.2%,0.4%,-0.3%
2019-02-28T06:58:00Z,Low Impact Expected,GBP,Nationwide HPI m/m,-0.1%,-0.1%,0.2%
2019-02-28T07:00:00Z,Low Impact Expected,EUR,German Import Prices m/m,-0.2%,0.2%,-1.3%
2019-02-28,Medium Impact Expected,EUR,German Prelim CPI m/m,0.5%,0.5%,-0.8%
2019-02-28T07:45:00Z,Low Impact Expected,EUR,French Consumer Spending m/m,1.2%,1.1%,-1.5%
2019-02-27T13:00:00Z,Low Impact Expected,EUR,French Prelim CPI m/m,0.0%,0.4%,-0.4%
2019-02-27T13:00:00Z,Low Impact Expected,EUR,French Prelim GDP q/q,0.3%,0.3%,0.3%
2019-02-28T08:00:00Z,Low Impact Expected,CHF,KOF Economic Barometer,92.4,95.2,96.2
2019-02-27T13:00:00Z,Low Impact Expected,EUR,Spanish Flash CPI y/y,1.1%,1.1%,1.0%
2019-02-28T10:00:00Z,Low Impact Expected,EUR,Italian Prelim CPI m/m,0.2%,0.2%,0.1%
2019-02-28T13:00:00Z,,,,,,
2019-02-28T13:00:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-02-28T13:30:00Z,Medium Impact Expected,CAD,Current Account,-15.5B,-13.4B,-10.1B
2019-02-28T13:00:00Z,Medium Impact Expected,CAD,RMPI m/m,3.8%,4.1%,3.8%
2019-02-28T13:00:00Z,Low Impact Expected,CAD,IPPI m/m,-0.3%,0.2%,-0.8%
2019-02-28T13:00:00Z,High Impact Expected,USD,Advance GDP q/q,2.6%,2.2%,3.4%
2019-02-28T13:00:00Z,Medium Impact Expected,USD,Advance GDP Price Index q/q,1.8%,1.7%,1.8%
2019-02-28T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,225K,221K,217K
2019-02-28T14:45:00Z,Medium Impact Expected,USD,Chicago PMI,64.7,57.3,56.7
2019-02-28T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-166B,-172B,-177B
2019-02-28T21:30:00Z,Low Impact Expected,AUD,AIG Manufacturing Index,54.0,,52.5
2019-02-28T21:45:00Z,Low Impact Expected,NZD,Building Consents m/m,16.5%,,5.4%
2019-02-28T13:00:00Z,Low Impact Expected,NZD,Overseas Trade Index q/q,-3.0%,-1.0%,-0.1%
2019-02-28T23:30:00Z,Low Impact Expected,JPY,Tokyo Core CPI y/y,1.1%,1.0%,1.1%
2019-02-28T13:00:00Z,Low Impact Expected,JPY,Unemployment Rate,2.5%,2.4%,2.4%
2019-02-28T23:50:00Z,Low Impact Expected,JPY,Capital Spending q/y,5.7%,4.5%,4.5%
2019-03-01T00:30:00Z,Low Impact Expected,JPY,Final Manufacturing PMI,48.9,48.5,48.5
2019-03-01T01:15:00Z,High Impact Expected,USD,Fed Chair Powell Speaks,,,
2019-03-01T01:45:00Z,High Impact Expected,CNY,Caixin Manufacturing PMI,49.9,48.5,48.3
2019-03-01T05:02:00Z,Low Impact Expected,JPY,Consumer Confidence,41.5,41.6,41.9
2019-03-01T05:30:00Z,Low Impact Expected,AUD,Commodity Prices y/y,9.1%,,6.5%
2019-03-01T07:00:00Z,Low Impact Expected,EUR,German Retail Sales m/m,3.3%,1.9%,-3.1%
2019-03-01T07:30:00Z,Low Impact Expected,CHF,Retail Sales y/y,-0.4%,0.3%,-0.2%
2019-03-01T07:45:00Z,Low Impact Expected,EUR,French Gov Budget Balance,-17.3B,,-76.1B
2019-03-01T08:15:00Z,Low Impact Expected,EUR,Spanish Manufacturing PMI,49.9,51.8,52.4
2019-03-01T08:30:00Z,Low Impact Expected,CHF,Manufacturing PMI,55.4,53.5,54.3
2019-03-01T08:45:00Z,Low Impact Expected,EUR,Italian Manufacturing PMI,47.7,47.1,47.8
2019-03-01T08:50:00Z,Low Impact Expected,EUR,French Final Manufacturing PMI,51.5,51.4,51.4
2019-03-01T08:55:00Z,Low Impact Expected,EUR,German Final Manufacturing PMI,47.6,47.6,47.6
2019-02-28T13:00:00Z,Low Impact Expected,EUR,German Unemployment Change,-21K,-5K,-4K
2019-03-01T09:00:00Z,Low Impact Expected,EUR,Final Manufacturing PMI,49.3,49.2,49.2
2019-02-28T13:00:00Z,Low Impact Expected,EUR,Italian Monthly Unemployment Rate,10.5%,10.4%,10.4%
2019-03-01T09:30:00Z,Medium Impact Expected,GBP,Final Manufacturing PMI,52.0,52.0,52.6
2019-02-28T13:00:00Z,Medium Impact Expected,GBP,Net Lending to Individuals m/m,4.8B,4.7B,4.6B
2019-02-28T13:00:00Z,Low Impact Expected,GBP,M4 Money Supply m/m,0.2%,0.3%,0.5%
2019-02-28T13:00:00Z,Low Impact Expected,GBP,Mortgage Approvals,67K,63K,64K
2019-03-01T10:00:00Z,Medium Impact Expected,EUR,Core CPI Flash Estimate y/y,1.0%,1.1%,1.1%
2019-02-28T13:00:00Z,Medium Impact Expected,EUR,CPI Flash Estimate y/y,1.5%,1.5%,1.4%
2019-02-28T13:00:00Z,Low Impact Expected,EUR,Unemployment Rate,7.8%,7.9%,7.8%
2019-03-01T13:00:00Z,,,,,,
2019-03-01T13:00:00Z,Low Impact Expected,USD,Personal Income m/m,1.0%,0.5%,0.3%
2019-03-01T13:30:00Z,High Impact Expected,CAD,GDP m/m,-0.1%,0.0%,-0.1%
2019-03-01T13:00:00Z,Medium Impact Expected,USD,Core PCE Price Index m/m,0.2%,0.2%,0.2%
2019-03-01T13:00:00Z,Medium Impact Expected,USD,Personal Spending m/m,-0.5%,-0.2%,0.6%
2019-03-01T13:00:00Z,Low Impact Expected,USD,Personal Income m/m,-0.1%,0.3%,1.0%
2019-03-01T14:30:00Z,Low Impact Expected,CAD,Manufacturing PMI,52.6,,53.0
2019-03-01T14:45:00Z,Low Impact Expected,USD,Final Manufacturing PMI,53.0,53.7,53.7
